Name,Value.availability,Value.cost,Value.dealership,Value.function,Value.location,Value.other,Value.participantid,Value.range,Value.reviewid,Value.sentiment,Value.servicetimes,Value.time,Value.userinteraction
306998n1,true,,,,,,1,,306998,Negative,, 2/12/2019 @ 19:22:12,
307010n1,,true,,true,,,1,,307010,Negative,, 2/12/2019 @ 19:56:36,
307010n2,,,,true,,,2,,307010,Negative,, 27/11/2019 @ 14:8:9,
307010n3,,,,true,,,3,,307010,Negative,, 30/11/2019 @ 22:0:39,true
307010n4,,true,,true,,,4,,307010,Negative,, 1/12/2019 @ 14:52:46,
307010n5,true,true,,true,true,,5,,307010,Negative,, 1/12/2019 @ 19:11:22,true
307024n1,,,,true,,,1,,307024,Negative,true, 6/12/2019 @ 19:19:16,
307074n1,true,,,,,,1,,307074,Negative,, 6/12/2019 @ 19:49:35,true
307098n1,true,,,,,,1,,307098,Negative,, 30/11/2019 @ 15:59:58,
307100n1,true,,,,true,,1,,307100,Negative,, 7/12/2019 @ 12:19:42,
307165n1,,,,,true,,1,,307165,Negative,, 5/12/2019 @ 21:15:21,
307217n1,,,,true,,,1,,307217,Negative,, 8/12/2019 @ 18:43:14,
307239n1,,,,,,,1,,307239,Positive,, 10/12/2019 @ 14:36:41,true
307253n1,,,,true,,,1,,307253,Positive,, 1/12/2019 @ 10:8:18,
307266n1,,,,true,true,,1,,307266,Positive,, 30/11/2019 @ 18:23:33,
307269n1,,,,true,,,1,,307269,Negative,, 8/12/2019 @ 12:43:21,
307280n1,,true,,true,true,,1,,307280,Positive,, 30/11/2019 @ 16:19:16,
307325n1,true,,,,,,1,,307325,Negative,, 8/12/2019 @ 16:42:10,
307360n1,,,,,,,1,,307360,Positive,, 1/12/2019 @ 10:9:44,true
307448n1,true,,,,,,1,,307448,Negative,, 5/12/2019 @ 21:53:26,
307475n1,,,,true,,,1,,307475,Negative,, 10/12/2019 @ 14:37:39,
307496n1,,,,,true,,1,,307496,Positive,, 3/12/2019 @ 19:5:54,
307527n1,,,,true,,,1,,307527,Negative,, 1/12/2019 @ 10:1:56,
307538n1,,,,true,true,,1,,307538,Positive,, 7/12/2019 @ 11:57:5,
307590n1,,,,true,,,1,,307590,Negative,, 5/12/2019 @ 21:53:40,
307591n1,,,,,true,,1,,307591,Negative,, 3/12/2019 @ 19:5:42,
307609n1,,,,true,,,1,,307609,Negative,, 4/12/2019 @ 19:33:41,
307650n1,,,,,,,1,,307650,Positive,, 1/12/2019 @ 9:56:55,true
307701n1,true,,,,,,1,,307701,Negative,, 8/12/2019 @ 13:0:37,
307710n1,,,,true,,,1,,307710,Negative,, 10/12/2019 @ 14:32:13,
307727n1,,,,true,,,1,,307727,Negative,, 10/12/2019 @ 14:27:17,
307729n1,,,,true,,,1,,307729,Negative,, 1/12/2019 @ 9:42:25,
307746n1,,,,true,,,1,,307746,Negative,, 5/12/2019 @ 21:15:31,
307781n1,,,,true,,,1,,307781,Positive,, 2/12/2019 @ 19:9:31,
307806n1,,,,true,true,,1,,307806,Positive,, 5/12/2019 @ 22:2:16,
307916n1,,,true,,true,,1,true,307916,Positive,, 10/12/2019 @ 14:27:27,
307941n1,true,,,,,,1,,307941,Negative,, 2/12/2019 @ 19:16:34,
307967n1,,true,,,,,1,,307967,Positive,, 10/12/2019 @ 14:28:39,
307998n1,,,,true,,,1,,307998,Negative,, 2/12/2019 @ 19:40:39,
308037n1,,,,,true,,1,,308037,Positive,, 29/11/2019 @ 18:11:23,
308096n1,,,,true,,,1,,308096,Negative,, 8/12/2019 @ 12:57:36,
308125n1,,,,true,,,1,,308125,Negative,, 8/12/2019 @ 18:32:37,
308191n1,,,,true,,,1,,308191,Negative,, 29/11/2019 @ 16:29:18,
308191n2,,,,,,,2,,308191,Negative,, 26/11/2019 @ 23:25:47,true
308191n3,,,,true,,,3,,308191,Negative,, 29/11/2019 @ 13:2:4,
308191n4,,,,true,,,4,,308191,Negative,, 27/11/2019 @ 15:44:12,
308191n5,,,,true,,,5,,308191,Positive,, 1/12/2019 @ 17:40:52,true
308191n6,,,,,,,6,,308191,Negative,, 27/11/2019 @ 13:54:21,true
308196n1,,,,true,,,1,,308196,Negative,, 8/12/2019 @ 16:41:45,
308244n1,true,,,,,,1,,308244,Positive,, 2/12/2019 @ 20:12:37,
308282n1,,,true,,true,,1,,308282,Negative,true, 10/12/2019 @ 14:14:33,
308291n1,,,,true,,,1,,308291,Negative,, 29/11/2019 @ 18:24:30,
308302n1,,,true,,,,1,,308302,Positive,, 10/12/2019 @ 14:41:59,
308342n1,,,,true,,,1,,308342,Negative,, 29/11/2019 @ 18:23:2,
308361n1,,,,true,,,1,,308361,Negative,, 10/12/2019 @ 14:8:27,
308387n1,true,true,,true,true,,1,,308387,Negative,, 30/11/2019 @ 16:8:12,
308395n1,,,,true,,,1,,308395,Negative,, 2/12/2019 @ 19:55:37,
308397n1,,true,,,true,,1,,308397,Positive,, 30/11/2019 @ 15:49:38,
308419n1,,,,,true,,1,,308419,Negative,, 7/12/2019 @ 12:58:14,
308442n1,,,,true,,,1,,308442,Positive,, 8/12/2019 @ 18:38:22,
308446n1,,,,true,true,,1,,308446,Negative,, 30/11/2019 @ 16:14:46,
308450n1,,,,,true,,1,,308450,Negative,, 5/12/2019 @ 22:14:54,
308465n1,,,,true,,,1,,308465,Negative,, 8/12/2019 @ 18:29:55,
308497n1,true,,,,true,,1,,308497,Positive,, 29/11/2019 @ 18:27:52,
308507n1,true,,true,true,,,1,,308507,Negative,true, 7/12/2019 @ 11:56:56,
308527n1,,,,true,,,1,true,308527,Positive,, 1/12/2019 @ 9:49:20,
308529n1,,,,true,,,1,,308529,Negative,, 10/12/2019 @ 14:18:7,
308539n1,,,,,true,,1,,308539,Positive,, 7/12/2019 @ 12:38:14,
308540n1,,,,true,,,1,,308540,Negative,, 8/12/2019 @ 16:40:44,
308540n2,,,,true,,,2,,308540,Negative,, 27/11/2019 @ 13:55:12,
308540n3,,,true,true,,,3,,308540,Negative,, 30/11/2019 @ 20:6:33,
308540n4,,,,true,,,4,,308540,Negative,, 1/12/2019 @ 14:14:25,
308540n5,,,true,true,,,5,true,308540,Negative,, 1/12/2019 @ 18:31:3,true
308570n1,,,,,true,,1,,308570,Positive,, 8/12/2019 @ 13:30:20,
308578n1,,,,,,,1,,308578,Positive,true, 30/11/2019 @ 18:24:0,
308598n1,,true,,true,,,1,,308598,Negative,, 2/12/2019 @ 18:29:2,
308664n1,,,,true,,,1,,308664,Negative,, 3/12/2019 @ 20:7:45,
308672n1,,true,,,,,1,,308672,Positive,, 7/12/2019 @ 12:44:31,
308679n1,,,,true,,,1,,308679,Negative,, 6/12/2019 @ 19:54:32,true
308806n1,,,,true,,,1,,308806,Negative,, 10/12/2019 @ 14:39:0,
308811n1,,,,,true,,1,,308811,Positive,true, 1/12/2019 @ 10:13:39,
308854n1,,,,true,,,1,,308854,Negative,, 6/12/2019 @ 19:31:40,
308891n1,,,,true,,,1,,308891,Positive,, 29/11/2019 @ 18:13:46,
308901n1,,,,,true,,1,,308901,Negative,, 5/12/2019 @ 22:10:42,
308917n1,,,,true,,,1,,308917,Negative,, 2/12/2019 @ 19:0:40,
308922n1,,,,,true,,1,,308922,Positive,, 7/12/2019 @ 12:22:59,
308940n1,,,,true,,,1,,308940,Negative,, 8/12/2019 @ 16:38:36,
308968n1,true,,,true,,,1,,308968,Positive,, 7/12/2019 @ 12:30:29,
308988n1,,,,,,,1,,308988,Positive,, 8/12/2019 @ 16:25:41,true
309001n1,,,true,,true,,1,,309001,Positive,, 2/12/2019 @ 19:18:2,
309051n1,,,,,,,1,,309051,Negative,, 29/11/2019 @ 16:33:5,true
309051n2,,,,,,,2,,309051,Positive,, 26/11/2019 @ 23:27:58,true
309051n3,,,,,,,3,,309051,Positive,, 30/11/2019 @ 19:3:58,true
309051n4,,,,,,,4,,309051,Positive,, 27/11/2019 @ 15:48:35,true
309051n5,,,,,,trueTime there without charging info,5,,309051,Positive,, 1/12/2019 @ 17:45:34,
309051n6,,,,,,trueTest,6,,309051,Positive,, 27/11/2019 @ 13:54:58,
309055n1,,,,true,,,1,,309055,Negative,, 7/12/2019 @ 12:59:38,
309061n1,,,,true,,,1,,309061,Negative,, 2/12/2019 @ 18:33:17,
309069n1,,,,true,,,1,,309069,Negative,, 7/12/2019 @ 12:58:59,
309083n1,,,,,true,,1,,309083,Negative,, 2/12/2019 @ 19:56:52,
309090n1,,,,true,,,1,,309090,Positive,true, 10/12/2019 @ 14:9:1,
309100n1,,,,true,,,1,,309100,Positive,true, 5/12/2019 @ 21:54:18,
309101n1,,,,,true,,1,,309101,Positive,, 30/11/2019 @ 15:49:27,
309170n1,,,true,,,,1,true,309170,Positive,, 10/12/2019 @ 14:34:42,
309216n1,,,,true,,,1,,309216,Positive,, 3/12/2019 @ 20:15:42,true
309239n1,true,,true,,,,1,,309239,Negative,, 29/11/2019 @ 17:49:54,
309239n2,true,,true,,,,2,,309239,Negative,, 27/11/2019 @ 14:6:23,
309239n3,true,,true,,true,,3,,309239,Negative,, 30/11/2019 @ 21:56:56,
309239n4,true,,true,,true,,4,,309239,Negative,, 1/12/2019 @ 14:42:13,
309239n5,true,,true,true,true,,5,,309239,Negative,, 1/12/2019 @ 19:7:25,true
309241n1,,,,true,,,1,,309241,Positive,, 2/12/2019 @ 18:29:56,
309272n1,true,,,,,,1,,309272,Negative,, 3/12/2019 @ 20:3:20,
309278n1,true,true,,,true,,1,,309278,Positive,, 6/12/2019 @ 19:38:29,
309288n1,true,,,,true,,1,,309288,Negative,, 6/12/2019 @ 19:25:30,
309299n1,,,,,true,,1,true,309299,Negative,, 1/12/2019 @ 9:57:49,
309319n1,,,,,true,,1,true,309319,Positive,, 2/12/2019 @ 19:20:53,
309357n1,,,,,true,,1,,309357,Positive,, 2/12/2019 @ 19:19:25,
309358n1,,,,,true,,1,,309358,Positive,, 2/12/2019 @ 19:6:50,
309362n1,true,,,,,,1,,309362,Negative,, 8/12/2019 @ 18:27:3,
33628n1,true,,true,,,,1,,33628,Negative,, 29/11/2019 @ 17:57:56,
33628n2,true,,,,,,2,,33628,Negative,, 27/11/2019 @ 14:13:19,
33628n3,true,,true,,,,3,,33628,Negative,, 1/12/2019 @ 11:23:16,
33628n4,,,true,,true,,4,,33628,Negative,, 1/12/2019 @ 21:28:48,
33628n5,true,,true,,,,5,,33628,Negative,, 1/12/2019 @ 19:18:3,true
34012n1,,,,,,,1,,34012,Negative,true, 29/11/2019 @ 17:9:22,
34012n2,,,,,,,2,,34012,Positive,true, 27/11/2019 @ 13:57:46,
34012n3,,,,,true,,3,,34012,Positive,true, 30/11/2019 @ 20:11:51,
34012n4,,,,,,,4,,34012,Positive,true, 1/12/2019 @ 14:19:16,
34012n5,,,,,true,,5,,34012,Positive,true, 1/12/2019 @ 18:39:11,
39256n1,,,true,,true,,1,,39256,Positive,, 29/11/2019 @ 17:50:11,
39256n2,,,true,,true,,2,,39256,Positive,, 27/11/2019 @ 14:6:38,
39256n3,,,true,,,,3,,39256,Positive,, 30/11/2019 @ 21:57:23,
39256n4,,,true,,true,,4,,39256,Positive,, 1/12/2019 @ 14:42:43,
39256n5,,,true,,true,,5,,39256,Positive,, 1/12/2019 @ 19:7:54,
39844n5,true,,,,,,5,,39844,Positive,, 10/12/2019 @ 1:28:2,
39900n5,,true,,,,,5,,39900,Negative,, 9/12/2019 @ 15:35:31,
39906n5,,,,true,,,5,true,39906,Negative,, 9/12/2019 @ 16:12:18,
39964n5,,,,true,,,5,true,39964,Positive,, 9/12/2019 @ 20:45:24,
40009n5,true,,,,true,,5,,40009,Positive,, 5/12/2019 @ 9:53:10,
40021n5,true,,,,true,,5,,40021,Negative,, 10/12/2019 @ 0:0:34,
40029n5,,,,true,,,5,,40029,Positive,true, 1/12/2019 @ 19:39:43,
40042n1,,,,true,true,,1,,40042,Negative,, 29/11/2019 @ 17:35:42,
40042n2,,,,true,true,,2,,40042,Positive,, 27/11/2019 @ 14:0:39,
40042n3,true,,,,,,3,,40042,Positive,, 30/11/2019 @ 20:18:24,true
40042n4,,,,true,true,,4,,40042,Positive,, 1/12/2019 @ 14:22:54,true
40042n5,true,,,true,true,,5,,40042,Positive,, 1/12/2019 @ 18:45:36,
40046n5,,,,true,,,5,true,40046,Positive,, 7/12/2019 @ 21:9:26,
40100n5,true,,true,,,,5,,40100,Positive,, 9/12/2019 @ 23:45:16,true
40133n5,true,,,true,,,5,,40133,Negative,, 9/12/2019 @ 21:43:16,
40159n5,true,,,true,,,5,,40159,Negative,, 2/12/2019 @ 14:26:38,
40196n5,true,,,,,,5,,40196,Positive,true, 2/12/2019 @ 22:47:39,
40215n5,true,,,true,true,,5,,40215,Positive,, 3/12/2019 @ 21:25:25,true
40268n5,true,,,true,,,5,,40268,Negative,, 5/12/2019 @ 9:40:31,true
40274n5,,,,true,true,,5,,40274,Negative,, 5/12/2019 @ 22:34:14,
40280n5,,,true,,true,,5,,40280,Positive,, 3/12/2019 @ 10:39:16,
40308n5,,true,,true,true,,5,true,40308,Positive,true, 7/12/2019 @ 20:42:0,
40343n5,true,,,,true,,5,,40343,Positive,, 3/12/2019 @ 9:25:41,
40358n5,,,,true,true,,5,,40358,Negative,, 3/12/2019 @ 22:2:35,
40364n5,true,,,,,,5,,40364,Negative,, 5/12/2019 @ 20:30:37,
40371n5,,,,true,,,5,,40371,Positive,true, 10/12/2019 @ 0:2:49,
40385n5,,,,,,,5,,40385,Positive,, 3/12/2019 @ 22:9:24,true
40406n5,true,,,true,,,5,,40406,Positive,, 2/12/2019 @ 23:43:13,true
40430n5,,,,true,true,,5,,40430,Negative,, 3/12/2019 @ 9:34:56,
40472n5,,,,true,,,5,,40472,Positive,, 10/12/2019 @ 0:27:9,
40477n5,,,,true,true,,5,,40477,Negative,, 10/12/2019 @ 1:10:51,
40497n5,,,true,true,true,,5,,40497,Positive,, 10/12/2019 @ 0:35:29,
40518n5,,,,,true,,5,,40518,Positive,, 5/12/2019 @ 22:22:25,
40530n5,,,,true,,,5,,40530,Negative,true, 9/12/2019 @ 16:59:43,
40568n5,,,true,true,,,5,,40568,Negative,, 3/12/2019 @ 0:21:55,true
40647n5,,,,,true,,5,,40647,Negative,, 10/12/2019 @ 0:3:30,
40648n5,,,,,true,,5,,40648,Positive,, 9/12/2019 @ 21:57:30,
40655n5,,,,true,true,,5,,40655,Negative,, 9/12/2019 @ 23:23:21,
40669n5,true,,,true,,,5,,40669,Positive,, 3/12/2019 @ 22:21:13,true
40679n5,,,,true,,,5,,40679,Negative,, 3/12/2019 @ 10:59:13,
40744n5,,,,true,,,5,,40744,Negative,, 3/12/2019 @ 21:46:6,
40747n5,true,,,true,true,,5,,40747,Positive,, 9/12/2019 @ 22:42:16,
40750n5,,,,true,true,,5,,40750,Positive,, 9/12/2019 @ 21:2:3,
40790n5,,true,,true,,,5,,40790,Positive,, 3/12/2019 @ 0:23:6,true
40840n5,,,,,,,5,,40840,Positive,, 9/12/2019 @ 22:19:30,true
40859n5,,,,,,,5,,40859,Negative,, 3/12/2019 @ 0:18:58,true
40874n5,true,,,true,,,5,,40874,Positive,, 9/12/2019 @ 22:12:27,
40898n5,true,,,,true,,5,,40898,Positive,, 5/12/2019 @ 22:58:41,
40936n5,,,,true,,,5,,40936,Positive,, 10/12/2019 @ 1:0:44,
40963n5,,,,true,,,5,,40963,Positive,, 8/12/2019 @ 13:23:5,
40972n5,,,,true,,,5,true,40972,Positive,, 2/12/2019 @ 23:35:3,
41000n5,,,,true,,,5,,41000,Positive,true, 9/12/2019 @ 16:41:41,
41059n5,,,true,,,,5,,41059,Negative,, 27/11/2019 @ 14:7:34,
41063n5,true,,,,,,5,,41063,Negative,, 10/12/2019 @ 0:34:11,
41084n5,,true,,true,true,,5,,41084,Positive,, 3/12/2019 @ 10:39:35,
41090n5,,true,,true,,,5,,41090,Positive,, 10/12/2019 @ 0:11:30,
41096n5,,,,true,true,,5,,41096,Positive,, 9/12/2019 @ 22:28:52,
41101n5,,,,true,,,5,true,41101,Negative,true, 3/12/2019 @ 9:31:25,
41107n5,true,,,,,,5,,41107,Negative,, 9/12/2019 @ 16:59:29,
41109n5,,,,true,true,,5,,41109,Negative,, 3/12/2019 @ 9:27:24,true
41124n5,,,,,,,5,,41124,Positive,, 9/12/2019 @ 21:20:21,true
41149n5,,,,,true,,5,,41149,Positive,, 10/12/2019 @ 1:18:12,
41176n5,,,,true,true,,5,,41176,Negative,, 9/12/2019 @ 16:37:59,true
41200n5,,true,,true,,,5,,41200,Positive,, 9/12/2019 @ 23:38:11,
41209n5,,,,true,,,5,,41209,Negative,, 5/12/2019 @ 9:48:52,
41229n5,true,,,,,,5,,41229,Negative,, 9/12/2019 @ 23:12:57,
41238n5,,,,,true,,5,,41238,Negative,, 9/12/2019 @ 21:45:29,true
41257n5,,true,,,true,,5,,41257,Positive,, 2/12/2019 @ 23:40:48,
41267n5,,,,true,,,5,,41267,Positive,, 9/12/2019 @ 22:7:4,true
41304n5,,,,,,,5,,41304,Positive,, 5/12/2019 @ 13:50:41,true
41329n5,,,,true,true,,5,,41329,Positive,, 2/12/2019 @ 14:23:23,
41331n5,,,,true,true,,5,,41331,Positive,, 5/12/2019 @ 20:35:22,
41334n5,true,,,,true,,5,,41334,Negative,, 9/12/2019 @ 22:28:4,true
41345n5,,,,true,true,,5,,41345,Negative,, 3/12/2019 @ 10:23:49,true
41389n5,true,,,true,,,5,,41389,Positive,, 9/12/2019 @ 22:6:56,
41403n5,true,,true,,true,,5,,41403,Negative,, 10/12/2019 @ 1:2:14,
41405n1,true,,,,,,1,,41405,Negative,, 29/11/2019 @ 16:29:27,
41405n2,,,,,,,2,,41405,Positive,, 26/11/2019 @ 23:25:53,true
41405n3,,,,,,,3,,41405,Positive,, 29/11/2019 @ 13:2:16,true
41405n4,,,,,,"trueSeems to be someone leaving a virtual note? So maybe user interaction, but definitely not a review",4,,41405,Positive,, 27/11/2019 @ 15:45:15,
41405n5,true,,,,,,5,,41405,Positive,, 1/12/2019 @ 17:41:7,true
41405n6,,,,,,,6,,41405,Negative,, 27/11/2019 @ 13:54:30,true
41415n5,true,,,true,,,5,,41415,Negative,, 5/12/2019 @ 9:40:49,
41421n5,,,true,true,,,5,,41421,Positive,, 5/12/2019 @ 14:50:41,true
41444n5,,,,true,,,5,,41444,Negative,, 3/12/2019 @ 0:14:29,
41481n5,,,,,true,,5,,41481,Positive,true, 3/12/2019 @ 0:11:29,
41497n5,,,,,true,,5,,41497,Positive,, 9/12/2019 @ 23:35:51,
41535n5,true,,,true,,,5,,41535,Negative,, 2/12/2019 @ 13:2:44,
41542n5,,,true,true,true,,5,,41542,Positive,, 8/12/2019 @ 16:12:31,
41653n5,,,,true,,,5,,41653,Positive,, 10/12/2019 @ 1:30:13,true
41661n5,,,true,true,,,5,true,41661,Positive,, 9/12/2019 @ 23:24:8,
41698n5,,,,true,,,5,,41698,Positive,, 10/12/2019 @ 0:24:11,
41707n5,,,true,true,,,5,,41707,Negative,, 9/12/2019 @ 16:42:13,true
41719n5,,,true,true,true,,5,true,41719,Negative,, 3/12/2019 @ 10:40:48,
41763n5,,,,true,true,,5,,41763,Positive,, 5/12/2019 @ 10:13:27,
41768n5,,,,true,true,,5,,41768,Negative,, 5/12/2019 @ 9:48:45,
41784n5,true,,,,,,5,,41784,Positive,, 3/12/2019 @ 22:16:0,
41813n5,,,,true,,,5,,41813,Negative,, 2/12/2019 @ 22:47:26,
41834n5,true,,,,true,,5,,41834,Positive,, 3/12/2019 @ 21:55:31,
41836n5,,,,true,true,,5,,41836,Positive,, 3/12/2019 @ 21:32:10,
41839n5,,,,true,true,,5,,41839,Negative,, 2/12/2019 @ 23:37:39,
41863n1,,,,true,,,1,,41863,Positive,true, 29/11/2019 @ 16:41:50,
41863n2,,,,true,,,2,true,41863,Positive,, 27/11/2019 @ 13:39:51,
41863n3,,,true,true,,,3,true,41863,Positive,, 30/11/2019 @ 19:41:54,
41863n4,,,,true,,,4,,41863,Positive,, 27/11/2019 @ 16:8:26,
41863n5,,,,true,true,,5,true,41863,Positive,, 1/12/2019 @ 17:59:19,
41919n5,,,,true,,,5,,41919,Positive,, 9/12/2019 @ 15:29:2,true
41956n5,,,true,true,true,,5,,41956,Positive,, 9/12/2019 @ 16:39:53,
41957n5,,,,true,true,,5,,41957,Negative,, 3/12/2019 @ 10:41:44,
41962n5,,,,,true,,5,,41962,Positive,, 9/12/2019 @ 21:4:8,
42027n5,,,,true,,,5,,42027,Positive,, 9/12/2019 @ 21:41:18,
42042n5,,true,true,true,,,5,,42042,Negative,true, 9/12/2019 @ 15:30:38,true
42086n5,,,,true,,,5,,42086,Positive,, 5/12/2019 @ 13:50:31,
42100n5,,,,true,,,5,,42100,Negative,, 9/12/2019 @ 22:10:40,true
42137n5,,true,,true,true,,5,,42137,Positive,, 10/12/2019 @ 0:20:22,true
42208n5,true,,,true,true,,5,,42208,Negative,true, 5/12/2019 @ 9:41:3,
42245n5,,,,true,,,5,,42245,Positive,, 3/12/2019 @ 22:6:47,
42247n5,,,,true,,,5,,42247,Positive,, 9/12/2019 @ 23:36:55,true
42249n5,,,,,true,,5,,42249,Positive,, 3/12/2019 @ 22:27:4,
42261n5,,,true,true,,,5,,42261,Positive,true, 3/12/2019 @ 21:54:58,
42264n5,,true,,,true,,5,,42264,Negative,, 5/12/2019 @ 14:50:1,true
42296n5,,,,true,true,,5,,42296,Positive,, 2/12/2019 @ 19:45:3,true
42362n5,,,true,true,,,5,,42362,Positive,, 9/12/2019 @ 23:16:4,
42393n5,true,,,true,true,,5,,42393,Negative,, 5/12/2019 @ 15:7:0,
42415n5,,,,true,true,,5,,42415,Negative,, 10/12/2019 @ 0:17:29,
42433n5,,,,true,,,5,,42433,Negative,, 9/12/2019 @ 22:10:25,
42467n5,,,,true,true,,5,,42467,Negative,, 9/12/2019 @ 21:36:5,true
42471n5,,true,,,,,5,,42471,Positive,, 9/12/2019 @ 16:38:22,
42479n5,,,,,true,,5,,42479,Positive,, 5/12/2019 @ 13:50:7,
42505n5,,,,true,,,5,,42505,Positive,true, 9/12/2019 @ 23:47:17,
42583n5,true,,true,,true,,5,,42583,Negative,, 9/12/2019 @ 23:53:21,true
42596n5,,,,,,,5,,42596,Positive,, 3/12/2019 @ 0:11:48,true
42597n5,,,,true,,,5,,42597,Positive,, 5/12/2019 @ 20:33:28,true
42603n5,,,,true,,,5,,42603,Positive,, 9/12/2019 @ 22:23:20,true
42606n5,,,,true,true,,5,,42606,Positive,, 3/12/2019 @ 10:46:57,true
42615n5,,,,true,,,5,,42615,Positive,, 9/12/2019 @ 21:0:40,true
42620n5,,,,true,,,5,,42620,Positive,, 8/12/2019 @ 13:18:18,true
42631n5,,,,true,,,5,,42631,Positive,, 9/12/2019 @ 20:46:43,true
42634n5,,,,true,,,5,,42634,Positive,, 10/12/2019 @ 1:24:8,true
42638n5,,,,true,,,5,,42638,Positive,, 10/12/2019 @ 0:48:57,true
42667n5,,,,true,true,,5,,42667,Positive,, 10/12/2019 @ 1:19:50,
42755n5,,,,true,,,5,,42755,Positive,, 9/12/2019 @ 15:42:37,true
42779n5,,,,true,,,5,,42779,Positive,, 5/12/2019 @ 10:5:47,true
42784n5,,,,true,,,5,,42784,Positive,, 8/12/2019 @ 12:46:41,true
42846n5,,,,,true,,5,,42846,Positive,, 1/12/2019 @ 19:35:23,
42865n5,true,true,,true,true,,5,,42865,Positive,true, 9/12/2019 @ 23:10:12,
42902n5,true,,true,,true,,5,true,42902,Positive,, 5/12/2019 @ 22:22:55,
43157n5,,,,true,,,5,,43157,Negative,, 9/12/2019 @ 20:45:49,
43160n5,,,,,true,,5,,43160,Positive,, 2/12/2019 @ 23:33:41,
43179n5,true,,,,,,5,,43179,Negative,, 3/12/2019 @ 10:19:50,
43207n5,,,,true,,,5,,43207,Positive,true, 7/12/2019 @ 21:13:2,
43215n5,,,,true,,,5,,43215,Positive,, 10/12/2019 @ 0:2:20,true
43233n5,true,,,true,,,5,,43233,Positive,, 10/12/2019 @ 0:9:24,
43253n5,true,,,,,,5,,43253,Positive,, 3/12/2019 @ 22:25:42,
43273n5,,true,,true,,,5,,43273,Positive,, 3/12/2019 @ 9:23:16,
43284n5,true,,,true,true,,5,,43284,Positive,, 3/12/2019 @ 9:30:1,true
43338n5,true,,true,,,,5,,43338,Negative,, 2/12/2019 @ 23:41:50,true
43353n5,true,,,true,true,,5,,43353,Negative,, 5/12/2019 @ 15:10:57,
43377n5,,true,,true,,,5,,43377,Positive,, 3/12/2019 @ 0:19:54,
43440n5,,,,true,true,,5,,43440,Negative,, 3/12/2019 @ 10:38:41,true
43527n5,true,,,true,,,5,,43527,Negative,, 5/12/2019 @ 9:47:10,
43572n5,,,,,true,,5,,43572,Positive,, 3/12/2019 @ 10:41:6,
43584n5,,,,true,true,,5,,43584,Positive,, 3/12/2019 @ 0:20:32,
43697n5,true,,,,true,,5,,43697,Negative,, 9/12/2019 @ 23:18:18,
43770n5,true,,,true,true,,5,,43770,Negative,, 3/12/2019 @ 11:14:5,
43783n5,,,,true,,,5,,43783,Positive,, 9/12/2019 @ 23:38:20,
43786n5,,,,true,,,5,true,43786,Negative,, 3/12/2019 @ 0:19:20,true
43787n5,,,,true,,,5,,43787,Positive,true, 8/12/2019 @ 16:7:12,
43797n5,true,,true,true,,,5,,43797,Positive,, 5/12/2019 @ 20:43:53,
43815n5,,,,true,,,5,,43815,Positive,, 3/12/2019 @ 21:17:3,true
43827n5,,,,true,true,,5,,43827,Negative,, 3/12/2019 @ 22:12:16,
43832n5,,,,,true,,5,,43832,Positive,, 9/12/2019 @ 23:12:53,
43854n5,,,,true,true,,5,,43854,Positive,true, 5/12/2019 @ 15:3:23,
43924n5,,true,,true,,,5,,43924,Positive,, 9/12/2019 @ 23:49:29,
43949n5,true,,,true,,,5,,43949,Negative,, 10/12/2019 @ 0:48:32,
43961n5,,,,true,,,5,,43961,Positive,, 5/12/2019 @ 9:46:53,
43962n5,,,,true,,,5,,43962,Positive,, 2/12/2019 @ 14:23:46,
43976n5,true,,true,,,,5,,43976,Negative,, 2/12/2019 @ 23:54:56,
43980n5,,,true,,true,,5,,43980,Positive,, 5/12/2019 @ 20:39:35,
44000n5,,,,true,true,,5,,44000,Negative,, 9/12/2019 @ 22:19:23,true
44097n5,,,,true,true,,5,,44097,Positive,, 10/12/2019 @ 0:18:6,
44111n5,true,,,true,true,,5,,44111,Positive,, 3/12/2019 @ 21:57:2,
44131n5,,,true,,true,,5,true,44131,Positive,, 10/12/2019 @ 1:17:42,
44132n1,,,true,,,,1,,44132,Positive,, 29/11/2019 @ 16:35:38,
44132n3,,,true,,true,,3,,44132,Positive,, 30/11/2019 @ 19:13:26,true
44132n4,,,true,,,,4,,44132,Negative,, 27/11/2019 @ 15:55:47,
44132n5,,,true,,,,5,,44132,Positive,, 1/12/2019 @ 17:50:40,
44235n5,true,,,true,true,,5,,44235,Positive,, 5/12/2019 @ 9:50:31,
44247n5,,,,true,,,5,,44247,Positive,true, 3/12/2019 @ 9:42:2,
44250n5,,,,true,true,,5,,44250,Negative,, 10/12/2019 @ 0:2:31,
44272n5,true,,true,,true,,5,,44272,Negative,, 9/12/2019 @ 23:59:39,
44281n5,,,,,true,,5,,44281,Positive,, 9/12/2019 @ 22:34:53,true
44308n5,true,,,true,,,5,,44308,Negative,, 3/12/2019 @ 21:16:12,
44312n5,,,true,true,true,,5,,44312,Positive,, 5/12/2019 @ 10:6:3,
44329n5,,,,,true,,5,,44329,Positive,, 10/12/2019 @ 1:2:22,
44358n5,,,,true,,,5,,44358,Positive,, 10/12/2019 @ 0:29:8,
44362n5,,,,true,true,,5,,44362,Negative,, 3/12/2019 @ 9:40:31,
